playerName,url,transcript
Olli Juolevi,https://www.youtube.com/watch?v=rTdZL494Oj8,"how crazy this time been for you after
coming off the Memorial Cup and the
season you guys had come here get ready
for the draft does it just seem like
your head spinning oh yeah of course I'm
specific and you're playing like
playoffs mm copy and think our craft as
much antenna when you come here now and
you have to talk about craft rankings
and all those things with the team son
like so it's it's little bit different I
think it's better like oh like those
nine dozen fans every night pretty much
and like great team and like of course
like pretty I'm blue player front I
think my hockey IQ and how smart I am
either and like I think it's pretty hard
to teach that thing and I can always go
like to work on your dream and get more
muscle sort of practice my shooting or
somewhere table it's hard to teach 23
yes nice and like you never know about
those it's like sometimes you're like so
mad after those and summers are so happy
but 15 who you click where it came from
at my crafting and like actually like
Jen taste when I like try to you like
what's going over like you're mad or
some like test so it's pretty exciting
yeah it's like I like first day 19 some
like seven in a row so it's you have to
like concentrate a lot and special
winning this is my first language and
it's like you're pretty hard after lost
interest and just when I go sleep yeah I
think it's like a good team I like but
like I don't think you to a Justine
unlike if you're just good there you got
show we were best I'm like just just do
best there and like yeah everything went
well we weren't the championship and I
really so it's pivots perfect tournament
and you're from hell thank you
yeah I'm from Helsinki so it's like 10
minutes
away from my home so it's very nice was
it was like winning gold in yogurt arena
yeah it was of course like might redeem
us all this when I was young that go
play like games with yogurt the protein
they were like now I want like to earn
championship tears I was it's pretty
great
yeah I like humbly and hope from Anaheim
and like I think we have some same
things they're like the Teva games there
but also like their offensive upside and
we can play a particular power play and
I like all situation on big minutes oh
yeah yeah of course like all the
Europeans they want to be like you know
sir prayers and like if you just watch
those like this aircraft or how many
pairs is so traffic from OHL and things
like dozen like especially like London
London's great place and probably the
best place to play junior hockey so it
was just great feeling that table made
there and like I was more than excited
to come there yeah of course it detects
while especially like language things
and like having pretty low with that
things and like but yeah at first first
month is pretty pretty hard all this but
like other great team like everybody was
friendly Teeter and so it was it was
great yeah I've spent a lot of time as
Victor meta actually he was driving me
after practice and beside I have to
truck my tribal glasses so yeah he was
so much like with me pretty much and
also like Max Jones and those young guys
I was a prima smile all the time with
those guys
oh man Kupfer shape just like it's
pretty much like a ninety game nine
months or almost 10 months which sunk
one team and just for one goal and it
all comes down for overtime one game
last game and like it's it's pretty
exciting the Knights had that circle
that you guys would do before games and
warm-ups where guys like dancer and tell
stories what did you do when you were in
the middle
I actually I've ever dancing with me
tomorrow because we had Saint birthday
so we have birthday dance with Peter huh
you expect me the first defenseman
drafted yeah I'm I'm first defenseman at
least Jota so nice for like yeah when
you see out sir just wear out starring
boats and everything so it looks good
and like of course all this like North
German cities are different and Helsinki
but like it's just I think it's great
city and I saw so the basketball court
there so it's like sports city also"
Tyson Jost,https://www.youtube.com/watch?v=KvX2IFou3R0,"the decision to stay and play in the BC
Hockey League do you get a chance to
look back over the last couple of years
and have no regrets knowing where you're
headed this fall and and with how much
you've developed the last 48 months I
guess yeah no regrets at all I think you
nail on the head I mean I was so happy
with my decision to go to the bchl and
pursue the NCAA route I mean I think
that's the one route that really stands
out for me is just I thought I developed
so much as a player in a person and I
think that was huge for me that's
something that's really big in the NHL
now is development and I mean all the
players need it so I'm so happy with my
decision and I mean Penton was
unbelievable to me these past two years
and now I get to pursue North Dakota
here and hopefully try and make it a
back toback National Championship so I'm
really excited you look back uh to the
history of the league Kyle turus Tyler
boak they had a heck of a final year
going head-to-head and scoring
championship and all the history is
there and the pedigree is there with
that League yeah I mean it's pretty
special I mean you look at players in
Penton 2o like Duncan Keith was there
for a little bit Bo Bennett was there so
Joe Hanson was there for a little bit
too so I mean there those are big time
names I really stand not so I mean it's
not like the bchl is a lower league or
anything like that there's a lot of star
NHL players that played in that league
and I mean it's it's a special League to
be a part of and like I said before I'm
really happy with the road I Choose You
More Than doubled your point total from
your first year to your second year what
was the key in that regard I think a
really big reason was just the team I
had around me I mean our first year in
Penton we went all the way to the
National Championship lost in the
semi-final game and we had just such a
solid four-line team I mean we played a
really kind of defensive style of game
and we shut teams out and then this year
I mean we were really uh really high
strong offensive team we had a lot of
high high players like Dante obviously
was a guy in the back end that was
really good at moving the pck and was
really a great offensive Dem man and
then guys like Scott Conway and Nick
Jones I mean those were some guys that
really s outes me and those guys also
came back from college too so I think
that helps we had a really offensive
team and I think a lot of My Success was
credited credited to my teammates too
what uh do you think about when you look
back on the opportunity to wear the CN
pen tickton in for Canada as well and
route to a gold medal uh how much of an
honor was that for you looking back on
it huge I mean I know it may sound
cliche but it's something I've honestly
dreamed about for a while was wearing a
sea for Team Canada and holding a trophy
up wearing that logo on your chest I
think that's something that's pretty
special and I mean to do that it was it
was something that I'll remember for a
while and I mean the world junior a
challenge there where we won in Colberg
I mean that was such a special feeling
we were kind of looked upon as The
Underdogs and to prove everybody wrong
it was it was pretty special and we had
such a great group of guys so I mean to
be a leader on all those teams it's
something that's very humbling what uh
do you take from your meeting with the
Maple Leafs as you meet with other teams
as well uh what was it like in there it
was cool I mean you look at the the
Leafs are such a prestigious team and
they're such a big hockey City so I mean
it was special meeting with them and
meeting all those bigname guys it was
pretty cool and it's something that I'll
remember and like I said it's just such
an awesome experience it's pretty
surreal to look back and like when I was
a little kid two years old playing in
the drive playing hockey I never really
dreamt that uh all this could happen so
I'm really excited about it and I'm
looking forward to Friday"
Michael McLeod,https://www.youtube.com/watch?v=Ro15gFjuueI,"mikee you're really filling out I guess
that's been the biggest uh uh plus right
is that you're physically getting ready
for this next step right yeah put on uh
you know close to 10 lbs now since end
the season well so I'm almost you know
200 lb so I'm feeling good about my
weight and uh I'm still feeling fast
what has this week been like to be
around the other players and just
develop your your game yeah it's cool
seeing the the new prospects from this
year's draft and you know guys you uh
you met last year in Camp and kind of
build a relationship from last year and
you know just a fun week overall you
have a obviously a very good opportunity
to make this team what what's your goal
what do you want to improve yeah just uh
you know put on the weight and you know
I just need to you know and the what
their uh coach are saying you know work
hard every shift uh it's a battle every
shift and you know defense is a big part
of uh you know playing NHL so I got to
you know be good at that has uh miles
taken you under his wing I've been uh
ring with Miles I know from last year
and uh yeah a little bit what do you
think of Nico and just uh now your
advice to this year's first round yeah
he's obviously unal player and went
first overall so can't really give him
much advice he's uh I think he'll be
fine by his own and finally uh for you
um just getting a taste of it last year
coming back to this Camp you feel a
little bit more comfortable yeah
definitely uh yeah being here last year
pretty much the same thing and uh you
know it's a competition every day and
out here was a three on three compe
competition uh you know I won it last
year but uh came in third this year so
you know it's not uh the best feeling"
Max Jones,https://www.youtube.com/watch?v=FBBSAUrtMJA,"talk about that you know that third
period and why you don't to be able to
do there ah obviously was a close one so
we are a voice are really positive on
the bench so we knew we had to do
something to get back in it I want to be
tied the game makes to help of some
teammates you know obviously we are all
chipping in to you know tie the game up
and then right at the end there McKenna
said a great shot took the lead there so
I was a huge release for boys this year
end up at the one day I mean such a
back-and-forth day was a kind of what
you expected pretty open look yeah I'm
obviously top prospects in America right
so I didn't to be at the top of their
game here is done they obviously split
the team's really evenly and that was
really close game I'm surprised everyone
you know we put more effort than I guess
what where did it like at the start of
the game and I mean weird energy cuz you
guys are certain point wait for like you
settled into the game yeah I guess you
know more of different hours I usually
I'd listen to music or game so kind of
cold calls me down and it kind of
loosens me up you know gets married for
the game and I know our I just the
jitters were there obviously everyone's
got the jitters know what to expect
great the game a lot of players have
been playing there so ignite but you
know I think I adapted really well so I
got my first shift or worse off that we
got all season the Prescotts I guess we
did check to show them what you can do
but was it mean to you know gonna put a
couple of score sheet today in this game
ah it's good you know obviously I wanted
to have that opportunity Philip two
teammates you know my linemates else
playing with logan browning a willing
here up great hockey players you know
obviously I couldn't put the puck in the
net without them so i gotta link them
put more the credit on that girl who
somebody else on your team in a person
today ah you know Charlie McEvoy did you
know Keller bellows you know those guys
pretty much everyone we know obviously I
don't played a great game top prospects
for a reasonably nice you talking about
sharing the ice with so many of your
former teammates and friends ah it's
great experience obviously a played with
those guys last year so it's good to you
know get in touch with them again and
play with them and play against some of
them so it's kind of like a practice out
there playing against some of those guys
again
it was really fun you know a lot of
jokes going around and a lot of
competitiveness also he's talked about
heading in New Yorkers OHL season and
we're looking forward to I'm excited
obviously it's a pro schedule so I'm
looking forward to that obviously the
league's unbelievable love the OHL it's
been watching it for years so I'm really
excited to see what happens you talk
about living"
Riley Tufte,https://www.youtube.com/watch?v=UssE9J4Rpd8,"back-to-back for the UMD men's hockey
team they have won their third ever
national championships second in a row
and now I'm joined by Riley tufting here
on the ice Riley just he put his work at
this field yeah this is incredible you
know it's not a lot of people get to say
they've been here three times in a row
and going back-to-back national champion
you know it's amazing it's amazing
feeling I don't think it's really hit me
yet so you know that's a scary thing and
you know I'm just super proud of our
guys and our coaching staff or for
buying into our systems you know one
playoffs here and we grew as a team
going forward so it's it's incredible
it's incredible feeling third ever
national championship for your program
third ever for your head coach Scott
saddle and you mentioned the coaching
staff just how great is that to do this
for him it's unbelievable you know like
I said you know it was everyone you know
even our fans today they've been
incredible off season and you know our
coaching staff even with Crossy you know
his first year he's been amazing he's
growing as a coach and you know sandy
he's he's been awesome Karl seeing hurts
and you know those guys are awesome you
know they're they're just amazing and
we're so happy to do it for them the
closest to Duluth but you guys don't
really go crowd here tonight just what
do you want to say to all the Bulldog
fans that came out and back and Duluth
yeah that's unbelievable you guys have
been tremendous all season we're super
thankful for you guys you know you guys
are a big part of this so we can't can't
wait to get back to celebrate you guys
with you guys when do you think this
one's going to sink in for you I don't
know it's you know it's it's again it's
pretty crazy you know probably laying in
bed tonight thinking about how crazy
this journeys been at Duluth and you
know it's just it's been unreal and you
know I'm excited to go celebrate with
the guys tonight
awesome well congratulations Riley so I
will have more later on today in the
show but for now history has been made
UMD has won back-to-back national
championships first time that's been
done since 2004 2005 I'll send it back
to the studio now"
Trent Frederic,https://www.youtube.com/watch?v=gHBpsDC2YNg,"I tried four goals and a bronze medal
game that is a few oh it's good you know
just having fun out there anytime you
put the buckle hands up so yeah it's a
good time it's fun we're just having fun
out there and a tough loss yesterday so
came back how motivated were you to turn
in the game like that then after what
happened yesterday yeah I mean it was
tough to know you want to sit in your
room feel sad but you still got a game
and wonder what a medal
was there something about today that
maybe the ice opened up for you a little
bit obviously weren't able to do as much
of that earlier on the term I guess what
was it about today where things kind of
clicked for you obviously this game
aside what do you take away from being a
part of this tournament you know like I
played a jacket for I had a lot of
friends in they all came here a bunch of
them are on this team so you'll meet
them meet up with them again and play
again then meet a lot of new cool guys
the staff was great just the whole
experience is pretty awesome you got to
play with whiffle on your Big Ten rivals
tonight nobody gets to starting next
week what's that like yeah yeah it's
kind of it's not weird friends of them
still get my caffeine machine bears
appropriate time in the games but yeah
it's pretty it's pretty funny you know
our friends at the other day you were
your big test score in Wisconsin
here you on the fourth line how'd you
make that kind of transition
I just just play my role whatever you
told me to do it I try to do and play my
best
[Music]"
Brett Howden,https://www.youtube.com/watch?v=doDWh20ZCtw,"hi i'm speaking with new york rangers
forward brett howden
brett how's it been getting back into
new york and getting back with your
teammates
uh it's been good um it's fun to see all
the guys again
obviously in a different nature this
time but uh
we're all uh we're all excited to be
back um you know we're excited to be
back playing and
excited to get players so
you know over the break you guys were
heading into the the paws
one of the hottest teams the nhl coming
back to the
to the rangers do you guys still feel
like you have that momentum that you had
heading into the pause
and you're going to use that in the
series with carolina
yeah for sure i think obviously the way
we ended the season is how we want to
play
um the way we were playing was uh you
know at the top of our game throughout
the whole year
um you know really confident in our game
and we're confident in each other and
i think that's huge when you can find
confidence in each other every every
night
um obviously goes a long way but um you
know we all we all are feeling really
good we're glad to be back in it
well you've played 136 games now in the
nhl um
you're in your second full season where
did you feel like you
really started to get your confidence at
the nhl level
um i think it just comes over time for
sure
um obviously there's lots of ups and
downs during the season but
i think confidence um just comes from
work ethic
you know the harder the work um the more
you earn and
i just felt like i've been trying to
work my hearts you know
while i've been here and on the ice
obviously it's
it's a big step up from you know when i
came up from junior
so ever since then i've been just uh you
know trying to trying to play my game
and trying to work hard and try and gain
confidence off of that
well speaking of working hard uh did you
head back to oak bank back home to
manitoba
were you able to get on the ice or get
in the gym what was your your pause how
did it look and what'd you get up to
yeah uh so when i got back um obviously
everything was shut down for everybody
throughout the world for the first
little bit um
and then uh i was actually lucky uh my
brother uh has a gym in his house so
we were able to train together um while
we couldn't go to the gym
um and then uh eventually the gym opened
up
and sorted the rink so i was able to
skate and work out
um pretty quick honestly after i got
back i was skating for a little while
before i came back here to new york so
it was nice to
you know kind of feel the ice and kind
of get back into it before we started
here
well during that break you've had a
tremendous start to your career
not just in your juniors but also now to
the nhl did you sit down and just
think about you know some of the best
memories you've had and is there a
memory
so far that sticks out to you as your
your favorite hockey memory
um i think winning world juniors for
sure
um that was obviously very special
winning with your country obviously a
tournament that everybody watches
growing up around christmas time so
being able to win that with that group
of guys that we had that was probably
the best hockey memory i have yeah that
was a
it was a great tournament it was an
awesome one to watch
so getting back to the nhl here what's
it been like
getting back on the ice with your team
um are you guys
starting fresh over like this is
training camp all over again are you
picking up right where you left off
uh is there any any forgetting the
systems or is everybody back on page
yeah well i mean like i said it's it's a
little different this time around for a
training camp
um just coming back in you know some
guys were in places where they could
skate some guys were in places where
they couldn't just depended on where you
were
obviously that's to no one's fault um so
it's a little bit different this time
around but
um the first little bit obviously um
is just more trying to get back into it
and everybody came back a little bit
early before
camp started so they could feel the ice
um but once we
you know once we actually started
training camp we hit the ground running
and
and we've been we've been going uh
really good here the last couple weeks
and
every day we've been feeling better and
better and you know working on our
systems and things like that but
ultimately just trying to get back into
battle mode and geared up
well you're heading to toronto on sunday
i've asked a few guys already
what do you bring into the bubble to
keep you entertained during the time
off uh oh a few of us
um are playing some uh you know ps4 xbox
stuff like that
uh to you know buy some time right now i
got a couple books that i got as well
uh to help pass the time um there's a
couple shows
on netflix that i was watching when i
was back home in canada
uh that i can't watch here because it's
not on the american foot so i'm sure
that up again yeah i guess i guess
that's really it
now you're not bringing the mini sticks
out playing the hallways
well brett thanks for taking time today
i wish you all the best and you're
running to the cup here and uh good luck
awesome thank you very much
you"
Luke Kunin,https://www.youtube.com/watch?v=-qWDvgxolqU,"Jillian mayen here for btn.com today we
are joined by Luke cunnin the captain of
the Wisconsin hockey team Luke this is a
pretty special occasion because you are
not only a big star on Wisconsin's team
but you were also captain of the for the
USA team for World Junior Championships
and coming off of a huge win so let's
just start by can you describe what that
was like that moment when you beat
canada yeah I was I was pretty surreal
you know we had a great group of guys in
that locker room and you know we were
real close bunch and you know come out
on top there was no better feeling so
just a great experience that I've had my
life so far and you know it was just it
was a great time what was it like
playing in the World Junior
Championships and representing Team USA
and also being a captain for Team USA
yeah it was you know something I dreamed
about as a kid you know to play for the
u.s. in the world juniors and you know
obviously it was so so special to be the
captain of that team you know hopefully
that team do a gold medal and you know
just really words can't describe it just
so much fun and so glad i got the
opportunity talk about that moment when
you actually received the gold medal and
it was a pretty exciting game against
canada what was that moment like when it
finally clicked it oh my gosh we just
won this yeah you know being in a
shootout two nights in a row like that I
was pretty nerve-wracking but you know
we had the guys in our squad to get it
done and you know when Troy scored that
that shootout goal we were pretty
confident that parse you know he'd
stopped that that next shooter and you
know we were gonna be gold medal you
know gold medal champions and you know
that's that's how it worked out and you
know I wouldn't had it any other way
what was it like when you actually
received that metal because you actually
got to take the trophy as the captain
right yeah you know pretty special uh
you know a lot of goosebumps lifting
that trophy above my head and just being
able to share with those guys you know
we work so hard and you know we were so
close like I said just so special to be
able to share with them after
how hard we worked and you know hostile
crowd like we were in Canada there and
it was just you know made it all the
better and was just so special what is
it like for you to represent not only
with the team USA but also Wisconsin as
you're playing for Team USA yeah I was
awesome you know Wisconsin has had a lot
of guys you know in the world juniors
and be successful in the world junior so
I just wanted to you know keep the keep
the train going and just help do
whatever I could help the team be
successful and you know we were
successful so you know a great track
record of you know Wisconsin players
being in that tournament and doing good
things and I just wanted to keep doing
that can you describe the difference
between playing in the big ten and
playing for Wisconsin and playing for
Team USA and playing in a competition
like that yeah i think you know playing
here wisconsin college hockey you know
there's older guys it's a little more
physical more of a grindy game and then
you go you know playing against the best
players in the world at this age group a
lot more skill I think and you know a
lot more high scoring I feel like just
you know just the way the games played I
thinks a little bit different and it
kind of got a strategize a little bit
differently but you know I definitely
think me playing here Wisconsin helped
me be successful in you know
international stage how do you find a
way to balance academics with not only
being an athlete which we talked a lot
of athletes and ask them about balancing
academics and their practice schedule
and their game schedules but you also
have this added element of playing in
the world junior championship so how do
you find time for it all I think time
management is huge you know you got to
stay on top of your work and get things
done on time and you know I was
fortunate enough to have a lot of help
here and I got my stuff done before I
left so it didn't have to think about it
when I was gone at the tournament I
could just focus on hockey you have a
pretty famous coach Tony Granato and
what is it like playing for him and
knowing what his history is with the
game yeah it's been unbelievable uh you
know I'm so lucky to have him you know
with you know Donny and I as coaches
here I've learned so much already and
you know I know I'm only gonna learn
more and more from them every day and
just very fortunate to have the coaches
that we have here because you know they
have they've been at the highest levels
and you know that's where I want to be
so just you know being a sponge soaking
it all in and it's been great I saw a
quote from one of your coaches saying
that you're you're just a workhorse
that's kind of what your staple is in
hockey and I even saw a quote comparing
you to JJ Watt who plays football but
still that's a pretty good comparison
how do you describe the way that you
approach hockey and your practice
mentality yeah you know I just want to
be successful in whatever it is I'm
doing in life and you know your work
ethic I feel like is one thing that you
can control there's a lot of things you
can't so you know if you're the
hardest-working guy and most competitive
guy think good things will follow so I
just always try to bring those elements
to my game I know a lot of athletes have
superstitions or the routines that they
have to do before every game do you have
any bizarre superstitions or anything
like that that you have to have before
each game I don't know if there's
anything too crazy I like staying on my
you know my schedule I get dressed you
know put my gear on a certain way take
my stick a certain way little things
like that but nothing nothing too
bizarre that that needs to be shared so
when you say put your gear on a certain
way I've talked to football players and
soccer players who are like I have to
put my right sock on before my left sock
I have to tie my left shoe before my
right shoe it's not what you're talking
about something like that like a pattern
Yeah Yeah right right shin guard on
before laughs left skate on before right
tidal off skate before before the right
there's there's a bunch of them so that
it's pretty detailed I mean it seems to
work for you you're very successful so I
would say that it may seem a little
strange to other people but it's working
for you right yeah it's working so I'm
not gonna change anything right
out all right you are also a captain of
this Wisconsin hockey team but you're
just a sophomore so what is it like
being you know on the younger side of
this team but also being a leader on the
team yeah it's it's been awesome very
honored to be selected you don't captain
here and you know we have a lot of great
leaders in that locker room and you know
guys like grab a seat Cameron Hughes you
know Corbin McGuire upperclassmen who
who you know I count on a lot and you
know we just kind of feed off each other
and I think that's why we've we've been
doing well so far you know we just got
to keep keep the things going that we're
doing um you know things have been
things have been progressing in the
right way and we just want to keep that
going do you have an outlook for the
rest of the season what kind of goals
have you guys set for the team yeah you
know we're just taking it day by day we
came by weekend and you know we just
don't want to focus on our next game our
next opponent to be ready for that you
know just keep kidding wins and you know
we want to win a big ten championship
and you know make the tournament make a
run so you know we're
there's in that locker room and you know
losing doesn't sit well with us so you
know that's what we're trying to do you
talked about the history of former
Badgers playing for Team USA and also
your former coaches is an alum do you
have a specific badger that you look up
to you know there's a lot of guys I
think you know Podolski's one you know
he's doing great things in the NHL now
he's played you know for the US and you
know I just love his all-around game and
what he brings to the table so he's one
guy that I like to watch what personal
goals do you have for yourself this
season you've accomplished so much
already but do you have benchmarks or
goals that you set for yourself
throughout the season that you would
like to hit yeah for sure um you know
one of my goals just when a Big Ten
championship and you know a national
championship but you know that's what
we're that's what we're trying to do
here and I think we're you know we're on
the right track alright Luke thank you
so much for joining us and best of luck
with the rest of the season and
congratulations on that gold medal yeah
thanks a lot thanks for having me"
Alexander Nylander,https://www.youtube.com/watch?v=KGYMjwYC8FU,"power-play goal I darling look like you
put it right you must take me through
yeah I mean I got a good possum dolly
and then obviously I'm just thinking
shoot there and fortunately I went in
this is a new test for your going up
against their top line once again how do
you think you did personally I think we
did well we had we had a lot of chances
but obviously we we gotta capitalize on
our chance let's play a little bit more
simple and getting more parts than that
it was defensively I mean offensively
you score four on the road that probably
should be enough to win but it seemed
like defensively especially in the
second period you guys just weren't
there as a team yeah I mean obviously
they were we are we have made a couple
mistakes and they capitalize them on
them so we just got to clean up those
stuff in the next game coming up here
and obviously playing a little more
simple DS on getting the first pass and
touching parts first in the rezone
I mean it's getting better and better I
shot these games I played and
fortunately play with really good good
line mates as well and I'm just trying
to keep keep working hard and play my
game playing simple getting pucks than
that did it just feels like they never
took the foot off the gas because you
guys came close a couple times you've
been tied at at 3-3 they just feel like
they can't keep kept coming yeah I mean
we were good I was good enough that we
came back there and just made a couple
mistakes like I said I capitalized on
what you needed any cleanup and B no
problem just working on that in practice
and stuff like that get better for the
next game thank you"
Kieffer Bellows,https://www.youtube.com/watch?v=6lktjbb768U,"[Music]
yeah my decision by the NTP came after
my first year playing juniors and suit
balls like trying to team my under 18
year and you know the guys really
brought me and made me feel like I was
one of the team and you know didn't make
me feel like I was a new guy I think
just the Brotherhood that comes from
playing from the
the relationship you build your team and
also the younger guys being so close
with them all the time and you know
especially happier roommate help with JT
green like nobody felt a good
Brotherhood there and meant the world to
me you know putting on a jersey that
says USA every single day going
international tournaments representing
your country is really something special
or really it's home and you know
something we always want to do your
whole entire life and as soon as you
throw meters the first time it really
means a lot
I'd say probably Switzerland trip it was
pretty good scored is there and I think
that was probably my favorite just
because you know we had a lot of fun
notes our first international tournament
of the under-18 here and just you know
we had a lot of fun with other teams as
well you know playing soccer was Sweden
you know before the tournament started
and also even climbing up I'm afraid of
heights so we climb about and that was
pretty scary for me and foxy I remember
us kind of freaking out on that mountain
I think that GP prepared me for college
hockey on the ice just with the you know
the way they want you to ensure and you
don't play the game in the right
professional matter and then off the ice
as well you know they they put a lot of
the you could say the pressure on you to
become a good adult and a good person
and to respect others and you know
really a big thing in college and you're
on your own
[Music]"
